scheme_id,scheme_name,level,state,department,category,gender,caste_category,min_age,max_age,max_income,occupation,description,benefits,official_link
SCH2421,Paternity Benefit Scheme (HBOCWWB),State,Haryana,All,Social welfare & Empowerment,All,All,0,100,99999999,All,"The scheme “Paternity Benefit Scheme (HBOCWWB)” was launched by the Haryana Building and Other Construction Workers Welfare Board (HBOCWWB), Labour Department Haryana. Under this scheme, financial assistance of ₹21,000/- (i.e. ₹15,000/- for proper care of the newborn baby and ₹6,000/- for nutritious food for the wife) will be given to registered male construction workers as paternity benefits. Further, the paternity benefits under the scheme will be given to registered male workers on the...","Under this scheme, financial assistance of ₹21,000/- (i.e. ₹15,000/- for proper care of the newborn baby and ₹6,000/- for nutritious food for the wife) will be given to a registered male construction worker whose wife has delivered a baby. The paternity benefit is given to the male registered worker for up to two children but is expandable up to the birth of three daughters irrespective of the order of their birth.",Not Available
SCH2422,Pathani Samanta Mathematics Talent (Class - 11 To 12),State,Odisha,All,Education & Learning,All,SC/ST/OBC,0,100,99999999,All,The Government of Odisha in School & Mass Education Department is awarding the “Pathani Samanta Mathematics Talent Scholarship (PSMTS)” out of the State budget to provide financial assistance to the meritorious Higher Secondary School Students of Odisha having proficiency in Mathematics studying in Odia medium Government/Aided/Recognized Institutions. The scholarship is awarded to students pursuing their studies in Class XI and XII in Higher Secondary Schools affiliated with the Council of...,"The students of Class XI and XII fulfilling the eligibility criteria will receive ₹ 5,000 per month for 10 months in a year. A student may enjoy more than one scholarship at a time including PSMTS.",Not Available
SCH2423,Pathari Kshetr Talab Nirman Aadharit Matsya Paalan ki Yojana,State,Bihar,All,"Agriculture,Rural & Environment",All,All,0,100,99999999,All,"The ""Pathari Kshetr Talab Nirman Aadharit Matsya Paalan ki Yojana"" was launched by the Animal and Fisheries Resources Department, Government of Bihar. The scheme aims to promote fisheries by constructing ponds and setting up related supporting units in plateau-dominated districts. The initiative is designed to create new employment opportunities and provide a means of livelihood for farmers.","Maximum Subsidy per Beneficiary: 80% of ₹16.70 lakh per acre. Subsidy Installments: 60% after pond construction, 40% after installation of related units and purchase of inputs.",Not Available
SCH2424,Patrakar Kritadnyata Nidhi Scheme (Journalist Benevolent Fund),State,Goa,Department of Information and Publicity,"Science, IT & Communications, Social welfare & Empowerment",All,All,0,100,99999999,All,"Launched in 2010, the scheme ""Patrakar Kritadnyata Nidhi Scheme (Journalist Benevolent Fund)"" by the Department of Information and Publicity, Government of Goa aims to provide immediate financial assistance to needy journalists in indigent circumstances for various emergencies such as medical treatment, marriage expenses, funeral costs, and self-employment ventures. The scheme offers benefits like financial aid up to ₹2,00,000/per case and scholarships for journalists' wards. Eligible...","Financial Assistance and Purpose Marriage of Daughter: Up to ₹2,00,000/- Major/Minor Operation/Medical Treatment for Self or Family: Up to ₹2,00,000/- Funeral Expenses of the Journalist: Up to ₹2,00,000/- Travel/Incidental Expenses for Treatment: Up to ₹2,00,000/- Medical Reimbursement for General Expenses: Up to ₹2,00,000/- Scholarship/Incentives for Wards Pursuing Higher Education: Up to ₹2,00,000/- Financial Assistance for Self-employment Ventures: Up to ₹2,00,000/- House Repair/Construction Due to Natural Calamities: Up to ₹2,00,000/- Lump-sum Grant on the Death of the Journalist to Next Kin: Up to ₹2,00,000/- *All disbursements are made through cheques. Conditions for Disbursement Original bills and photocopies of hospital/institution documents must be submitted for medical claims. For super-specialty treatment, bills must be submitted within three months.",Not Available
SCH2425,Pay & Play Scheme,State,Jharkhand,Department of Sports & Youth Affairs,Sports & Culture,All,All,0,100,99999999,All,"The “Pay & Play Scheme” was launched by the Department of Sports & Youth Affairs, Government of Jharkhand. The scheme aims to provide state-level players with training and practice opportunities at the Mega Sports Complex, Hotwar, Ranchi. The scheme includes 11 sports disciplines: athletics, badminton, lawn tennis, table tennis, shooting, gymnastics, basketball, taekwondo, volleyball, wrestling, and swimming.","Training in 11 diverse sports disciplines: athletics, badminton, lawn tennis, table tennis, shooting, gymnastics, basketball, taekwondo, volleyball, wrestling, and swimming under professional supervision. Free registration and membership for school students (up to Class 10 th ) with the principal’s recommendation. Free registration and membership for international/national participants and medalists. Athletics players enjoy 15 days of free access (non-repetitive).",Not Available
SCH2426,Payment of Death Benefit ( HPBOCWWB),State,Himachal Pradesh,All,"Social welfare & Empowerment, Health & Wellness",All,All,0,100,99999999,All,"The ""Payment of Death Benefit"" scheme, introduced by the Himachal Pradesh Building and Other Construction Workers Welfare Board (HPBOCWWB) under the Government of Himachal Pradesh, provides ₹4,00,000 (four lakhs) to the nominees or dependents of a registered member in the event of accidental death, and ₹2,00,000 (two lakhs) in case of natural death.","₹4,00,000 in the event of accidental death. ₹2,00,000 in the event of natural death.",Not Available
SCH2427,Payment of Ex-Gratia to the Families of Suicidal Weavers,State,Andhra Pradesh,Department of Handlooms & Textiles,Social welfare & Empowerment,All,All,0,100,99999999,All,"Launched on 1st June 2004, the scheme ""Payment of Ex-Gratia to the Families of Suicidal Weavers"" by the Department of Handlooms & Textiles, Government of Andhra Pradesh, provides ex-gratia of ₹ 1,50,000/- provided to the family / next of kin of the weavers who commit suicide due to weaving-related economic distress, such as Indebtedness, lack of employment in weaving/processing, harassment by fellow villagers related to handlooms or delivery of finished cloth, failure in providing livelihood...","Financial Assistance An ex-gratia payment of ₹ 1,00,000/- to the family/next of kin of the deceased weaver. Loan settlement up to a ceiling of ₹ 50,000/- to the creditors as a one-time settlement. The ex-gratia amount will be deposited in a joint bank account of the Assistant Director (H&T) of the concerned district and the legal heir, operated by the officer concerned. The loan settlement will be paid under proper acknowledgement to the entitled person(s) identified by the committee, with no further liabilities on the deceased family. Rehabilitation Package Admission of children in Social Welfare schools and hostels. Allotment of houses under the Indira Awaas Yojana Scheme. Economic support under government schemes. Pensions and other social security measures. Future weaving operations and marketing of cloth produced by the family will be decided by the territorial officer of the Handlooms and Textiles Department and the District Magistrate Officer, Andhra Pradesh State Handloom Weavers Cooperative. Preventive Measures A helpline will be operational at every Collectorate to provide counselling and support to weavers in distress. Preference will be given to such cases in extending benefits of ongoing government schemes related to weaving.",Not Available
SCH2428,Payment of Funeral Assistance for the Construction Workers,State,Dadra and Nagar Haveli,All,Social welfare & Empowerment,All,All,18,60,99999999,All,"The ""Payment of Funeral Assistance for the Construction Workers"" by the Building and Other Construction Workers Welfare Board, Labour Department, U.T. Administration of Dadra and Nagar Haveli and Daman and Diu, is a welfare scheme for the registered workers of the board. Under this scheme, the Board will provide financial assistance to the nominees/ dependents towards funeral expenses in case of death of a registered member or spouse.","Quantum of Assistance: ₹20,000/-.",Not Available
SCH2429,Payroll Subsidy,State,Tamil Nadu,All,Business & Entrepreneurship,All,All,0,100,99999999,All,"The scheme ""Payroll Subsidy"" by the Micro Small and Medium Enterprises Department, Government of Tamil Nadu, is introduced with the objective of assisting MSMEs in reducing their employee cost. The scheme provides reimbursement of employee's contributions to the EPF for their employees for the first three years from the date of commencement of commercial production, subject to a maximum of ₹ 24,000/- per employee per annum.","Reimbursement of employee's contribution to the EPF for their employees for the first three years from the date of commencement of commercial production, subject to a maximum of ₹ 24,000/- per employee per annum.",Not Available
SCH2430,Pedalandariki Illu,State,Andhra Pradesh,All,Housing & Shelter,All,All,0,100,99999999,All,"Launched by the Hon’ble Chief Minister of Andhra Pradesh, the ""Pedalandariki Illu"" is a Housing Scheme by the Revenue Department, Govt. of Andhra Pradesh. 25 lakh House Site Pattas have been announced for distribution to all the eligible beneficiaries residing in Rural & Urban areas on Saturation Mode irrespective of Caste, Creed, or Religion to facilitate the construction of houses for the homeless poor. The process of issue of House Site Pattas will be taken up on mission mode and...","Rural Area: One House Site Patta shall be issued for an extent of 1.5 Cents to an eligible household in the name of the woman beneficiary of the house. The patta shall be handed over to the beneficiary on the day of Ugadi, 2020. The Housing Department shall issue sanctions for the construction of Individual Housing Units to the eligible beneficiary under the available schemes in a phased manner. Urban Area: Housing Units shall be constructed following the G+3 pattern at the rate of about 100 units in an extent of Ac.1.00cts. House Site Patta shall be issued as an Undivided Land Share for an extent of about 1.0 Cent to an eligible beneficiary in the name of the woman of the house. The patta shall be handed over to the beneficiary on the day of Ugadi, 2020. Housing Units will be constructed and handed over to the beneficiaries by APTIDCO/ ULB/ other government agencies under available schemes. NOTE 1: House Site Pattas shall be issued with the conditions laid down in BSO-21 & in terms of the Andhra Pradesh Assigned Lands (Prohibition of Transfer) Act, 1977 (As amended from time to time). NOTE 2: All individual plots shall be given a Unique Number similar to the 11-digit Bhoodhar Number.",Not Available
SCH2431,Pension Benefit,State,West Bengal,All,Social welfare & Empowerment,All,All,18,60,99999999,All,"The ""Pension Benefit'' scheme by the Building and Other Construction Workers Welfare Board, Labour Department, West Bengal, is a welfare scheme for the registered workers of the board. Under this scheme, the Board shall provide financial assistance in the form of pension to a registered member on completion of 60 years of age who has served the board for at least 5 years. Also, in case of death of the beneficiary, the spouse/nominee of the beneficiary is entitled to receive family pension of...",Pension: ₹750/- to ₹1120/- Per Month. Family Pension: Half of the amount of the pension which the beneficiary used to receive prior to his death (in case of death of the beneficiary).,Not Available
SCH2432,Pension Benefit (ANBOCWWB),State,Andaman & Nicobar Islands,Department of Labour,"Banking,Financial Services and Insurance, Social welfare & Empowerment",All,All,0,100,99999999,All,"The scheme “Pension Benefit” was started by the Andaman & Nicobar Islands Building and Other Construction Workers Welfare Board (ANBOCWWB), Department of Labour, Employment & Training, Andaman & Nicobar Administration. Under this scheme, a pension shall be provided to the Building and Other Construction Workers who are registered under the A&N Islands Building and Other Construction Workers Welfare Board upon attaining the age of 55 years.","Under the scheme, the registered construction worker, who has completed 55 years of age, is eligible for pension @ ₹1,000/- per month.",Not Available
SCH2433,Pension Benefit (GBOCWWB),State,Goa,Department of Labour and Employment,Social welfare & Empowerment,All,All,0,100,99999999,All,"""Pension Benefit (GBOCWWB)"" is a Welfare Scheme by the Goa Building and Other Construction Workers Welfare Board of the Department of Labour and Employment, Goa. Through this scheme, a member of the Fund who has been working as a building worker for not less than one year, be eligible for a pension of ₹300/- per month, on completion of sixty years of age. The applications are accepted offline.","Pension of ₹300/- per month, with an increase of ₹10/- for every completed year of service beyond 5 years. *The pension will be payable from the first day of the succeeding month to the month in which he/she becomes 60 years old.",Not Available
SCH2434,Pension Benefit (TBOCWW),State,Tripura,All,Social welfare & Empowerment,All,All,0,100,99999999,All,"The ""Pension Benefit"" scheme was launched by the Tripura Building and Other Construction Workers Welfare Board, Labour Department Tripura. The scheme aims to provide financial assistance to the registered beneficiary who has retired due to old age attaining 60 years. The registered beneficiary will apply in the prescribed form through electronically.","A pension of ₹1,000/- per month is to be paid till the death of the pensioner.",Not Available
SCH2435,Pension Benefit for the Construction Worker,State,Sikkim,All,Social welfare & Empowerment,All,All,18,60,99999999,All,"The ""Pension Benefit for the Construction Workers"" by the Sikkim Building and Other Construction Workers Welfare Board, Labour Department, is a welfare scheme for the registered workers of the board. Under this scheme, pension to the registered beneficiaries of the Board who have completed the age of 60 years.","₹10,000/- is provided for Pension Benefit.",Not Available
SCH2436,Pension Benefit for the Construction Workers,State,Delhi,All,Social welfare & Empowerment,All,All,18,60,99999999,All,"The ""Pension Benefit for the Construction Workers"" by the Delhi Building and Other Construction Workers Welfare Board, Labour Department, Delhi, is a welfare scheme for the registered workers of the board. Through this scheme, the registered workers of the board are provided with a pension benefit of ₹3000/- per month after completion of 60 years. An increase of ₹300/- shall be given for every completed year of membership beyond 5 years.",₹3000/- per month after completion of 60 years. An increase of ₹300/- shall be given for every completed year of membership beyond five years.,Not Available
SCH2437,Pension Plan (MBOCWWB),State,Meghalaya,All,Social welfare & Empowerment,All,All,0,100,99999999,All,"The scheme “Pension Plan” is a social security scheme, implemented by the Meghalaya Building and Other Construction Workers Welfare Board (MBOCWWB), Labour Department, Government of Meghalaya. Under the scheme, a member of the fund who has been working as a building worker for not less than one year after the commencement of these rules shall on completion of sixty years of age be eligible for a person. The Pension will become payable from the 60 years of the succeeding to the month in which...","Under the scheme, the registered worker who has been working as a building worker for not less than one year shall receive an amount of ₹1,000/- per mensem as pension.",Not Available
SCH2438,Pension Scheme (BBOCWWB),State,Bihar,All,Social welfare & Empowerment,All,All,0,100,99999999,All,"The 'Pension Scheme' is implemented by the Bihar Building & Other Construction Workers Welfare Board (BBOCWWB), Labour Resources Department, Government of Bihar. Under this scheme, registered construction workers who have completed a minimum of five years of membership and have attained the age of 60 are eligible for a pension of ₹1,000/- per month. This benefit is provided only if the worker has not received a pension under any other social security scheme.","Under this scheme, registered construction workers receive a monthly pension of ₹1,000/- after attaining the age of 60 years.",Not Available
SCH2439,Pension Scheme (HBOCWWB),State,Haryana,Department of Social Justice and Empowerment,Social welfare & Empowerment,All,All,0,100,99999999,All,"The scheme “Pension Scheme” is implemented by the Haryana Building and Other Construction Workers Welfare Board (HBOCWWB), Labour Department, Government of Haryana. Under this scheme, a member of the fund who has been working as a building worker for not less than three years shall on completion of sixty years of age be eligible for a pension. The pension will become payable from the first day of the succeeding to the month in which he completes sixty years of age.","Under this scheme, a registered construction worker is given a pension of ₹3,250/- per month after the age of 60 years.",Not Available
SCH2440,Pension Scheme (HPBOCWWB),State,Himachal Pradesh,All,Social welfare & Empowerment,All,All,18,60,99999999,All,"The ""Pension Scheme,"" launched by the Himachal Pradesh Building and Other Construction Workers Welfare Board (HPBOCWWB) under the Government of Himachal Pradesh, provides financial support to registered construction workers. Once they reach the age of 60, beneficiaries are entitled to a monthly pension, with a guaranteed minimum amount of ₹1,000/-.","Pension amount ₹1,000/- per month.",Not Available
SCH2441,Pension Scheme (K.B.O.C.W.W.B),State,Karnataka,Department of Labour,Social welfare & Empowerment,All,All,0,100,99999999,All,"The ""Pension Scheme'' by the BOCW Welfare Board, Department of Labour, Karnataka, is a welfare scheme for the registered workers of the board. Under this Scheme, every registered construction worker who has reached 60 years of age, shall receive a monthly pension. The worker should be a beneficiary of the Board for at least 3 years and must not be availing similar benefits from any other government schemes.","Monthly Pension: Up to ₹3,000/-.",Not Available
SCH2442,Pension Scheme - Folk Artist,State,Tamil Nadu,All,"Social welfare & Empowerment, Sports & Culture",All,All,0,100,99999999,All,"The ""Pension Scheme"" was launched by the Art and Culture Department, Government of Tamil Nadu. The Tamil Nadu Folk Artist Pension Scheme aims to provide financial support to aged and disabled folk artists who have dedicated significant periods of their lives to the promotion and preservation of folk arts. The applications are accepted offline in the prescribed form available at the Regional Office.",Pension of ₹300/- per month.,Not Available
SCH2443,Pension Scheme for Cancer Patients,State,Tripura,All,"Health & Wellness, Social welfare & Empowerment",All,All,0,100,150000,All,"The scheme “Pension Scheme for Cancer Patients"" was launched by the Directorate of Social Welfare and Social Education, Government of Tripura. The scheme aims to provide a monthly pension of ₹2,000/- to persons suffering from cancer.","₹2,000/- per month.",Not Available
SCH2444,Pension Scheme for Destitute Transgender,State,Tamil Nadu,All,Social welfare & Empowerment,Female,All,0,100,99999999,All,"The scheme ""Pension Scheme for Destitute Transgender"" was launched by the Social Welfare and Women Empowerment Department, Government of Tamil Nadu. The scheme aims to help poor transgender who are above the age of 40 years and are unable to earn their livelihood. Interested and eligible applicants should apply via Common Service Centres (CSC).","Pension of ₹ 1,000/- per month.",Not Available
SCH2445,Pension Scheme for Grade II Deformed Leprosy Patients,State,Tripura,All,"Health & Wellness, Social welfare & Empowerment",All,All,0,100,99999999,All,"Launched on 1st August 2015, the scheme ""Pension Scheme for Grade II Deformed Leprosy Patients"" is a Pension Scheme by the Directorate of Social Welfare and Social Education, Government of Tripura. The scheme provides financial assistance of ₹2,000/- per month to Leprosy Patients who are residents of Tripura. The applications are accepted offline.","Pension of ₹2,000/- per month.",Not Available
SCH2446,Pension Scheme for Transgender,State,Tripura,All,Social welfare & Empowerment,All,All,0,100,99999999,All,"Launched on 1st August 2015, the scheme ""Pension Scheme for Transgender"" is a Pension Scheme by the Directorate of Social Welfare and Social Education, Government of Tripura. The scheme provides financial assistance of ₹2,000/- to the transgender residents of Tripura who have no source of income.","₹2,000/- per month.",Not Available
SCH2447,Pension Scheme for the Journalists,State,Tamil Nadu,All,Social welfare & Empowerment,All,All,0,100,20000,All,"The ""Pension Scheme for the Journalists"" was launched by the Tamil Development, Religious Endowments, and Information Department, Government of Tamil Nadu. The scheme aims to give a monthly pension to retired journalists who fit with the eligibility criteria.","Pension Amount of ₹4,000/- per month .",Not Available
SCH2448,Pension Scheme for the Tappers in Small Rubber Plantations,Central,All India,Ministry of Commerce & Industry,"Social welfare & Empowerment, Banking,Financial Services and Insurance",All,All,0,100,99999999,All,"The scheme “Pension Scheme for the Tappers in Small Rubber Plantations” was launched by the Rubber Board, Ministry of Commerce & Industry, Government of India to motivate tappers and retain them in the tapping job. The Rubber Board proposes to extend support to tappers through convergence with the pension scheme being implemented through the Kerala Small Plantations Workers Welfare Fund Scheme. The Board offers financial support to the tune of 50% of the yearly contribution for a maximum...","The enrolled member who remits their annual contribution continuously up to the age of 60 years will get a pension of ₹1300/- per month. The members are also eligible for other benefits like family pension, financial assistance for permanent disability, Maternity Benefits, Medical Assistance, etc., and also other benefits as decided by the Government from time to time. The scheme ensures a regular pension after the age of 60 years.",Not Available
SCH2449,Pension Scheme to Disabled Persons (Divyangjan),State,Dadra & Nagar Haveli and Daman & Diu,All,Social welfare & Empowerment,All,All,18,59,1,All,"The scheme “Pension Scheme to Disabled Persons (Divyangjan)” is implemented by the Social Welfare Department, UT of Dadra & Nagar Haveli and Daman & Diu. Under this scheme, financial assistance is provided to individuals with disabilities to cater to their basic needs and ensure social security in cases of disablement. The scheme covers Divyangjan aged between 18 and 59 years who have a disability of 80% or above and are domiciles of Dadra & Nagar Haveli and Daman & Diu. Additionally, the...","Under this scheme, eligible beneficiaries receive financial assistance of ₹1,000/- per month. Note: The mode of fund transfer shall be Direct Benefit Transfer (DBT).",Not Available
SCH2450,Pension Scheme to Old Age Persons (Senior Citizen),State,Dadra & Nagar Haveli and Daman & Diu,All,Social welfare & Empowerment,All,All,0,100,1,All,"The scheme “Pension Scheme to Old Age Persons (Senior Citizen)” is implemented by the Social Welfare Department, UT of Dadra & Nagar Haveli and Daman & Diu. The scheme aims to support senior citizens in meeting their basic needs during old age. It is specifically targeted at residents of Dadra & Nagar Haveli and Daman & Diu who are 60 years and above, with an annual family income not exceeding ₹1.5 lakh per annum. Under this scheme, eligible individuals aged 60–69 years receive a monthly...","Quantum & Nature of Assistance: 1. Senior citizens aged 60–69 years: Monthly pension of ₹1,500/-. 2. Senior citizens aged 70 years and above: Monthly pension of ₹2,000/-. Note: The mode of fund transfer shall be Direct Benefit Transfer (DBT).",Not Available
SCH2451,Pension Scheme to Widow,State,Dadra & Nagar Haveli and Daman & Diu,All,"Women and Child, Social welfare & Empowerment",All,All,18,59,1,All,"The scheme “Pension Scheme to Widow” is implemented by the Social Welfare Department, UT of Dadra & Nagar Haveli and Daman & Diu. The scheme aims to provide financial assistance to widows aged between 18-59 years. This scheme offers ₹1,000/- per month to help them meet their basic needs. Eligible beneficiaries should be domiciles of Dadra & Nagar Haveli and Daman & Diu, with an annual income not exceeding ₹1.5 lakh. The pension is discontinued if the widow remarries or enters a live-in...","Under this scheme, widows receive financial assistance of ₹1,000/- per month. Note: The mode of fund transfer shall be Direct Benefit Transfer (DBT).",Not Available
SCH2452,Pension To The Disabled Person,State,Chandigarh,All,Social welfare & Empowerment,Female,All,0,100,1,All,"The Pension to the Disabled Person scheme under the Social Welfare, Women & Child Development Chandigarh is Disability pension to a disabled person granted to Physically Handicapped persons. A person who is disabled to the extent of 40% and is resident of Union Territory of Chandigarh and fulfills the income criteria i.e., family income does not exceed ₹1.50 lacs per annum. is eligible for a grant of pension. Everyone deserves to live with dignity and respect, regardless of their abilities....",The pension payable to each person shall be ₹1000/- per annum to those persons having 40% to 70% of disability. ₹2000/-per annum to those persons having more than 70% of disability.,Not Available
SCH2453,Pension To Widows And Destitute Women-Chandigarh,State,Chandigarh,Department of Chandigarh Goverment provides financial assistance to widows and destitute women to alleviate their economic hardship and provide a semblance of stability in their lives,"Social welfare & Empowerment, Women and Child",Female,All,0,100,150000,All,"The Pension to Widows And Destitute Women scheme under the Social Welfare, Women & Child Development Department of Chandigarh Goverment provides financial assistance to widows and destitute women to alleviate their economic hardship and provide a semblance of stability in their lives. This support often comes in the form of monthly stipends or welfare programs designed to meet their basic needs, including food, shelter, and healthcare. By extending financial aid, governments or charitable...","Pension Amount To Widows And Destitute Women - ₹1,000/- per month",Not Available
SCH2454,Pension Yojana (JBOCWWB),State,Jharkhand,Department of Labour,"Banking,Financial Services and Insurance",All,All,0,100,99999999,All,"""Pension Yojana (JBOCWWB)"" is a scheme by the Department of Labour, Employment, Training & Skill Development Govt of Jharkhand. This is a 100% State Sponsored Scheme. Only the residents/domicile of the state of Jharkhand can apply to this scheme. Applications for this scheme are accepted online through the official website of the department. The scheme provides pension of ₹ 1,000/- per month to those who have contributed to the Jharkhand Building and Other Construction Worker Welfare Board...","The scheme provides pension of ₹ 1,000/- per month.",Not Available
SCH2455,Pension for Journalists’ Family,State,Tamil Nadu,All,"Social welfare & Empowerment, Women and Child",All,All,0,100,99999999,All,"The ""Pension for Journalists’ Family"" was launched by the Tamil Development, Religious Endowments, and Information Department, Government of Tamil Nadu in 1998. The scheme aims to give a monthly pension to the wife of a deceased journalist pensioner.","Pension Amount of ₹2,000/- per month.",Not Available
SCH2456,Pension for the Construction Workers,State,Dadra and Nagar Haveli,All,Social welfare & Empowerment,All,All,18,60,99999999,All,"The ""Pension for the Construction Workers"" by the Building and Other Construction Workers Welfare Board, Labour Department, U.T. Administration of Dadra and Nagar Haveli and Daman and Diu, is a welfare scheme for the registered workers of the board. Under this scheme, the Board will provide a monthly pension after completion of 60 years to the eligible registered member.","Monthly Pension: ₹3,000/-. Enrollment under PMSYM Pension scheme: Registration of workers in the age group of 18 to 40 under the PMSYM (Pradhan Mantri Shramyogi Mandhan Pension scheme). The premium shall be borne by the BOCW Welfare Board, Silvassa.",Not Available
SCH2457,Pension to Indigent Sportspersons of Odisha,State,Odisha,Department of Sports & Youth Services Department,"Sports & Culture, Social welfare & Empowerment",Female,All,0,100,50000,All,"The Scheme relating to ""Pension to Indigent Sportspersons of Odisha"" was launched by the Department of Sports & Youth Services Department, Government of Odisha to provide financial support to sportspersons of yesteryears who are living in indigent conditions.","1. The eligible sportsperson will get ₹3,000/- per month as a pension. Pension to Surviving Spouse of a Deceased Pensioner: Pension in favour of the surviving spouse of a deceased pensioner shall be sanctioned on a priority on receipt of application duly supported by death certificate, legal heir certificate, etc. The process of applying will be the same. Mode of payment: The pension will be drawn from the Treasury & credited to the beneficiary's bank account every month (or upon such interval as decided by the Sports & Youth Services Department from time to time) through e-Transfer.",Not Available
SCH2458,"Pension to Unmarried Poor, Incapacitated Women of Age 50 years and above",State,Tamil Nadu,All,"Social welfare & Empowerment, Women and Child",Female,All,0,100,99999999,All,"The 'Pension to Unmarried Poor, Incapacitated Women of age 50 years and above' is a state scheme launched by the Social Welfare and Women Empowerment Department, Government of Tamil Nadu. The scheme aims to provide a pension of ₹1,000/- to unmarried, poor, incapacitated women of age 50 years and above. The destitute women are also provided with one free saree during Pongal and Deepavali, and free rice in the Anganwadi Centres.","Pension: ₹1,000/- per month. Free Clothes during Pongal and Deepavali: One free saree. Free Rice in Anganwadi Centres: 2kg/month to those who are taking nutritious meals. 4kg/month to those who are not taking nutritious meals.",Not Available
SCH2459,Pension to Widows and Destitute Women,State,Haryana,All,"Social welfare & Empowerment, Women and Child",Female,All,0,100,200000,All,"The ""Pension to Widows and Destitute Women"" scheme was introduced by the Government of Haryana in the financial year 1980-81. The aim of the scheme is to provide social security to women who cannot sustain themselves and need financial assistance. Under this scheme, widows and destitute women aged 18 years and above are eligible for a pension if they are domiciles of Haryana and have been residing in the state for at least one year at the time of application submission.","Under this scheme, a pension of ₹2,500/- per month is given to widows and destitute women.",Not Available
SCH2460,Pension to the Beneficiary Building Worker Who Has Completed 60 Years,State,Manipur,All,Social welfare & Empowerment,All,All,0,100,99999999,All,"The ""Pension to the Beneficiary Building Worker Who Has Completed 60 Years"" scheme was implemented by the Manipur Building and Other Construction Workers' Welfare Board. The scheme aims to provide a monthly pension to construction workers who have completed 5 years of service as a registered beneficiary and reached the age of 60.",Pension of ₹500/- per month with an increase of ₹10/- for each additional year of service beyond the initial 5 years.,Not Available
SCH2461,Pension to the Persons who lost 100% eye sight,State,Tripura,All,Social welfare & Empowerment,All,All,0,100,100000,All,"The scheme “Pension to the Persons Who Lost 100% Eye Sight"" was launched by the Directorate of Social Welfare and Social Education, Government of Tripura. The scheme aims to provide a monthly pension of ₹2,000/- to the differently-abled persons who are 10 years and above in age and have 100% blindness.","Pension of ₹2,000/- per month.",Not Available
SCH2462,Perarignar Anna Memorial Award,State,Tamil Nadu,All,Education & Learning,All,All,0,100,99999999,All,"The ""Perarignar Anna Memorial Award"" launched by the Backward Classes, Most Backward Classes and Minorities Welfare Department, Tamil Nadu, recognizes and rewards academic excellence among boys and girls from the Backward Classes (BC), Most Backward Classes (MBC), and Denotified Communities (DNC) in Tamil Nadu. The award is granted to students achieving the first and second ranks in the 12th Public examination in each district and who continue their education in professional colleges within...","Financial Assistance: ₹5,000/- per annum for a duration of 4 to 5 years.",Not Available
SCH2463,Performance Linked Grant Scheme for Smaller Business Units,State,Goa,Department of Information Technology,Business & Entrepreneurship,All,All,0,100,2500000,All,"Launched in 2018, the ""Performance Linked Grant Scheme for Smaller Business Units"" is one of the ""Information Technology Policy Schemes"" by the Department of Information Technology, Government of Goa. The objective and the scope of this scheme is to provide Performance Linked Grant to the eligible Information Technology Units in the State of Goa. A performance grant of 5% of the reported net income subject to a total cap of ₹ 25,00,000. The scheme has been framed as a part of Goa's IT Policy...","A performance grant of 5% of the reported net income, subject to a total cap of ₹ 25,00,000. NOTE: The benefits under this scheme are subject to budgetary allocation. No Promissory Estoppel shall be applicable if benefits are discontinued in case the allocation is exceeded.",Not Available
SCH2464,Permanent Disability Pension Scheme (P.B.O.C.W.W.B),State,Punjab,Department of Labour,Social welfare & Empowerment,All,All,18,60,15000,All,"The ""Permanent Disability Pension Scheme'' by the BOCW Welfare Board, Department of Labour, Punjab, is a welfare scheme for the registered workers of the board. Under this scheme, the Board will provide financial assistance in the form of pension to the registered beneficiary with at least 1 year of membership with the Board for becoming fully (100%) disabled. The beneficiaries shall be given pension from the date of disablement.","Financial Assistance: ₹2,000/- Per Month.",Not Available
SCH2465,Permanent Disability/ Death Benefit for the Construction Workers,State,Sikkim,All,Social welfare & Empowerment,All,All,18,60,99999999,All,"The ""Permanent Disability/ Death Benefit for the Construction Workers"" by the Sikkim Building and Other Construction Workers Welfare Board, Labour Department, is a welfare scheme for the registered workers of the board. Under this scheme, financial assistance is provided to the nominees/ dependents of a member, in case of his/her death or Permanent Disability.","₹1,50,000/- is provided for Death Benefit.",Not Available
SCH2466,Personal Accident Relief for Differently Abled Persons,State,Tamil Nadu,All,Social welfare & Empowerment,All,All,0,100,99999999,All,"The scheme ""Personal Accident Relief for Differently Abled Persons"" was launched by the Dept. for the Welfare of Differently Abled Persons, Government of Tamil Nadu. In this scheme, accident relief is provided to differently-abled persons up to ₹1,00,000/-. The scheme covers cases such as death, loss of both legs/both hands/one hand/one leg, and loss of sight in one eye/both eyes.","Relief to the Legal Heir in the event of death of the differently-abled person: ₹1,00,000/-. Relief in the case of Loss of both legs & both hands/ one leg & one hand/ loss of sight in both eyes: Upto ₹1,00,000/-. Relief in the case of Loss of one hand/ one leg/ loss of sight in one eye: ₹50,000/-. Relief in the case of Total disablement not covered in Sl. no.2 and 3 above: ₹25,000/-.",Not Available
